;crime;penalty
328; 3. Sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia, jeżeli sprawca udzielił pomocy osobie najbliższej albo działał z obawy przed odpowiedzialnością karną grożącą jemu samemu lub jego najbliższym.;"karze pozbawienia wolności od 3 miesięcy do lat 5.
( Art. 271 poświadczenie nieprawdy § 1 ustawy - Kodeks karny oraz art. 92a uchylony ust. 1 ustawy o transporcie drogowym - w zakresie, w jakim dopuszczają stosowanie wobec tej samej osoby fizycznej, za ten sam czyn, który stanowi naruszenie obowiązków lub warunków przewozu drogowego opisane w lp. 3.9 załącznika nr 3 do ustawy o transporcie drogowym, odpowiedzialności za przestępstwo oraz kary pieniężnej - z dniem 24.06.2017 r. zostały uznane za niezgodne z zasadą ne bis in idem oraz zasadą proporcjonalnej reakcji państwa na naruszenie prawa wynikającymi z art. 2 odpowiedzialność za przestępstwo skutkowe popełnione przez zaniechanie Konstytucji Rzeczypospolitej Polskiej wyrokiem Trybunału Konstytucyjnego z 20.06.2017 r. sygn. akt. P 124/15 (Dz. U. z 2017 poz.1214)"
329;§ 1. Kto, mając wiarygodną wiadomość o karalnym przygotowaniu albo usiłowaniu lub dokonaniu czynu zabronionego określonego w art. 118 ludobójstwo, art. 118a udział w masowym zamachu, art 120–124, art. 127 zamach stanu, art. 128 zamach na organ konstytucyjny RP, art. 130 szpiegostwo, art. 134 zamach na życie Prezydenta RP, art. 140 zamach na jednostkę sił zbrojnych RP, obiekt albo urządzenie o znaczeniu obronnym, art. 148 zabójstwo, art. 148a przyjęcie zlecenia zabójstwa człowieka, art. 156 spowodowanie ciężkiego uszczerbku na zdrowiu, art. 163 sprowadzenie zdarzenia niebezpiecznego, art. 166 przejęcie kontroli nad statkiem wodnym lub powietrznym albo publicznym środkiem transportu lądowego, art. 189 pozbawienie człowieka wolności, art 197 § 3–5, art. 198 seksualne wykorzystanie bezradności lub niepoczytalności innej osoby, art. 200 obcowanie płciowe z osobą małoletnią lub doprowadzenie jej do poddania się czynnościom seksualnym, art. 252 wzięcie lub przetrzymywanie zakładnika lub przestępstwa o charakterze terrorystycznym, nie zawiadamia niezwłocznie organu powołanego do ścigania przestępstw,;grzywnie albo karze ograniczenia wolności.
330;" 2. Nie popełnia przestępstwa określonego w § 1, kto zaniechał zawiadomienia, mając dostateczną podstawę do przypuszczenia, że wymieniony w § 1 organ wie o przygotowywanym, usiłowanym lub dokonanym czynie zabronionym; nie popełnia przestępstwa również ten, kto zapobiegł popełnieniu przygotowywanego lub usiłowanego czynu zabronionego określonego w § 1.";karze pozbawienia wolności od 6 miesięcy do lat 8.
331;§ 1. Kto bez zezwolenia rozpowszechnia publicznie wiadomości z postępowania przygotowawczego, zanim zostały ujawnione w postępowaniu sądowym,;karze pozbawienia wolności od 6 miesięcy do lat 8.
332; 3. Karze określonej w § 1 podlega, kto bez zezwolenia rozpowszechnia publicznie wiadomości z postępowania prowadzonego na podstawie przepisów o postępowaniu w sprawach nieletnich.;karze pozbawienia wolności od lat 3 do 20.
333;§ 1. Kto uwalnia się sam, będąc pozbawionym wolności na podstawie orzeczenia sądu lub prawnego nakazu wydanego przez inny organ państwowy,;karze pozbawienia wolności do lat 3.
334; 2. Kto, korzystając z zezwolenia na czasowe opuszczenie zakładu karnego lub aresztu śledczego bez dozoru albo zakładu psychiatrycznego dysponującego warunkami podstawowego zabezpieczenia, bez usprawiedliwionej przyczyny nie powróci najpóźniej w ciągu 3 dni po upływie wyznaczonego terminu,;karze pozbawienia wolności do lat 3.
335; 3. Karze określonej w § 2 podlega, kto, korzystając z przerwy w odbywaniu kary pozbawienia wolności, bez usprawiedliwionej przyczyny nie powróci do zakładu karnego najpóźniej w ciągu 3 dni po upływie wyznaczonego terminu.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
336; 4. Jeżeli sprawca czynu określonego w § 1 działa w porozumieniu z innymi osobami, używa przemocy lub grozi jej użyciem albo uszkadza miejsce zamknięcia,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
337;Kto osobę pozbawioną wolności na podstawie orzeczenia sądu lub prawnego nakazu wydanego przez inny organ państwowy uwalnia lub ułatwia jej ucieczkę,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
338;Kto nie stosuje się do orzeczonego przez sąd zakazu zajmowania stanowiska, wykonywania zawodu, prowadzenia działalności, zajmowania stanowiska lub wykonywania zawodu lub pracy w organach i instytucjach państwowych i samorządu terytorialnego, a także w spółkach prawa handlowego, w których Skarb Państwa lub jednostka samorządu terytorialnego posiadają bezpośrednio lub pośrednio przez inne podmioty co najmniej 10% akcji lub udziałów, wykonywania czynności wymagających zezwolenia, które są związane z wykorzystywaniem zwierząt lub oddziaływaniem na nie, prowadzenia pojazdów, wstępu do ośrodków gier i uczestnictwa w grach hazardowych, wstępu na imprezę masową, przebywania w określonych środowiskach lub miejscach, nakazu okresowego opuszczenia lokalu zajmowanego wspólnie z pokrzywdzonym, zakazu kontaktowania się z określonymi osobami, zakazu zbliżania się do określonych osób lub zakazu opuszczania określonego miejsca pobytu bez zgody sądu, zakazu posiadania wszelkich zwierząt albo określonej kategorii zwierząt albo nie wykonuje zarządzenia sądu o ogłoszeniu orzeczenia w sposób w nim przewidziany,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
339;§ 1. Kto nie stosuje się do orzeczonego w związku z zakazem wstępu na imprezę masową obowiązku przebywania w miejscu stałego pobytu lub obowiązku stawiennictwa w jednostce organizacyjnej Policji lub w miejscu określonym przez właściwego, ze względu na miejsce zamieszkania osoby skazanej albo ukaranej, komendanta powiatowego, rejonowego lub miejskiego Policji, w czasie trwania imprezy masowej,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
340;§ 1. Kto nie stosuje się do określonych w ustawie obowiązków związanych z orzeczonym wobec niego środkiem zabezpieczającym,;karze pozbawienia wolności od lat 5 do 25.
341;§ 1. Kto uchyla się od wykonania orzeczonego przez sąd na rzecz pokrzywdzonego lub osoby dla niego najbliższej, za przestępstwo ścigane z oskarżenia publicznego, środka kompensacyjnego w postaci obowiązku naprawienia szkody lub zadośćuczynienia za doznaną krzywdę albo nawiązki,;karze pozbawienia wolności do lat 5.
342; 3. Ściganie przestępstwa określonego w § 1 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od 3 miesięcy do lat 5.
343;Kto używa przemocy lub groźby bezprawnej w celu wywarcia wpływu na świadka, biegłego, tłumacza, oskarżyciela albo oskarżonego lub w związku z tym narusza jego nietykalność cielesną,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
344;Funkcjonariusz publiczny lub ten, który działając na jego polecenie w celu uzyskania określonych zeznań, wyjaśnień, informacji lub oświadczenia stosuje przemoc, groźbę bezprawną lub w inny sposób znęca się fizycznie lub psychicznie nad inną osobą,;karze pozbawienia wolności od 6 miesięcy do lat 8.
345;§ 1. Kto znęca się fizycznie lub psychicznie nad osobą prawnie pozbawioną wolności,;karze pozbawienia wolności od roku do lat 10.
346; 2. Jeżeli sprawca działa ze szczególnym okrucieństwem,;karze pozbawienia wolności od lat 2 do 15.
347; 3. Funkcjonariusz publiczny, który wbrew obowiązkowi dopuszcza do popełnienia czynu określonego w § 1 lub 2,;karze pozbawienia wolności od lat 3 do 20.
348;Przepisy art 233–237 oraz art. 239 poplecznictwo, art. 245 używanie przemocy lub groźby w celu wywarcia wpływu na uczestnika postępowania i art. 246 wymuszanie przez funkcjonariusza publicznego zeznań, wyjaśnień, informacji lub oświadczenia stosuje się odpowiednio do czynu popełnionego w związku z postępowaniem przed międzynarodowym trybunałem karnym lub jego organem działającym na podstawie umowy międzynarodowej, której Rzeczpospolita Polska jest stroną, albo powołanym przez organizację międzynarodową ukonstytuowaną umową ratyfikowaną przez Rzeczpospolitą Polską.;karze pozbawienia wolności od roku do lat 10.
349;"Kto przemocą, groźbą bezprawną lub podstępem przeszkadza:
1) odbyciu zgromadzenia poprzedzającego głosowanie,
2) swobodnemu wykonywaniu prawa do kandydowania lub głosowania,
3) głosowaniu lub obliczaniu głosów,
4) sporządzaniu protokołów lub innych dokumentów wyborczych albo referendalnych,";karze pozbawienia wolności od roku do lat 10.
350;Kto, przemocą, groźbą bezprawną lub przez nadużycie stosunku zależności, wywiera wpływ na sposób głosowania osoby uprawnionej albo zmusza ją do głosowania lub powstrzymuje od głosowania,;karze pozbawienia wolności od 3 miesięcy do lat 5.
351;§ 1. Kto, będąc uprawniony do głosowania, przyjmuje korzyść majątkową lub osobistą albo takiej korzyści żąda za głosowanie w określony sposób,;karze pozbawienia wolności do lat 3.
352; 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;karze pozbawienia wolności od 3 miesięcy do lat 5.
353; 4. Jeżeli sprawca przestępstwa określonego w § 1 albo w § 3 w związku z § 1 zawiadomił organ powołany do ścigania o fakcie przestępstwa i okolicznościach jego popełnienia, zanim organ ten o nich się dowiedział, sąd stosuje nadzwyczajne złagodzenie kary, a nawet może odstąpić od jej wymierzenia.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
354;Kto, naruszając przepisy o tajności głosowania, wbrew woli głosującego zapoznaje się z treścią jego głosu,;karze pozbawienia wolności do lat 3.
355;§ 1. Kto bierze lub przetrzymuje zakładnika w celu zmuszenia organu państwowego lub samorządowego, instytucji, organizacji, osoby fizycznej lub prawnej albo grupy osób do określonego zachowania się,;karze pozbawienia wolności od 6 miesięcy do lat 8.
356; 2. Jeżeli czyn określony w § 1 łączył się ze szczególnym udręczeniem zakładnika, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
357; 3. Kto czyni przygotowania do przestępstwa określonego w § 1,;karze pozbawienia wolności od 3 miesięcy do lat 5.
358; 5. Sąd może zastosować nadzwyczajne złagodzenie kary wobec sprawcy czynu określonego w § 2, który odstąpił od zamiaru wymuszenia i zwolnił zakładnika, a stosuje nadzwyczajne złagodzenie kary, jeżeli odstąpienie od zamiaru wymuszenia i zwolnienie zakładnika nastąpiło dobrowolnie.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
359;;karze pozbawienia wolności od 3 miesięcy do lat 5.
360;§ 1. Kto bierze czynny udział w zbiegowisku wiedząc, że jego uczestnicy wspólnymi siłami dopuszczają się gwałtownego zamachu na osobę lub mienie,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
361; 2. Jeżeli następstwem gwałtownego zamachu jest śmierć człowieka lub ciężki uszczerbek na zdrowiu, uczestnik zbiegowiska określony w § 1,;karze pozbawienia wolności od 3 miesięcy do lat 5.
362;Kto zabiera, niszczy, uszkadza lub czyni niezdatnym do użytku element wchodzący w skład sieci wodociągowej, kanalizacyjnej, ciepłowniczej, elektroenergetycznej, gazowej, telekomunikacyjnej albo linii kolejowej, tramwajowej, trolejbusowej lub linii metra, powodując przez to zakłócenie działania całości lub części sieci albo linii,;karze pozbawienia wolności od 6 miesięcy do lat 8.
363;§ 1. Kto publicznie nawołuje do popełnienia występku lub przestępstwa skarbowego,;karze pozbawienia wolności od roku do lat 10.
364; 2. Kto publicznie nawołuje do popełnienia zbrodni,;karze pozbawienia wolności od 3 miesięcy do lat 5.
365; 3. Kto publicznie pochwala popełnienie przestępstwa,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
366;§ 1. Kto rozpowszechnia lub publicznie prezentuje treści mogące ułatwić popełnienie przestępstwa o charakterze terrorystycznym w zamiarze, aby przestępstwo takie zostało popełnione,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
367;§ 1. Kto publicznie propaguje nazistowski, komunistyczny, faszystowski lub inny totalitarny ustrój państwa lub nawołuje do nienawiści na tle różnic narodowościowych, etnicznych, rasowych, wyznaniowych albo ze względu na bezwyznaniowość,;karze pozbawienia wolności od 3 miesięcy do lat 5.
368; 2. Karze określonej w § 1 podlega, kto w celu rozpowszechniania produkuje, utrwala lub sprowadza, nabywa, zbywa, oferuje, przechowuje, posiada, prezentuje, przewozi lub przesyła druk, nagranie lub inny przedmiot, zawierające treść określoną w § 1 lub 1a albo będące nośnikiem symboliki nazistowskiej, komunistycznej, faszystowskiej lub innej totalitarnej, użytej w sposób służący propagowaniu treści określonej w § 1 lub 1a.;karze pozbawienia wolności od roku do lat 10.
369; 3. Nie popełnia przestępstwa sprawca czynu zabronionego określonego w § 2, jeżeli dopuścił się tego czynu w ramach działalności artystycznej, edukacyjnej, kolekcjonerskiej lub naukowej.;karze pozbawienia wolności od lat 3 do 20.
370; 4. W razie skazania za przestępstwo określone w § 2 sąd orzeka przepadek przedmiotów, o których mowa w § 2, chociażby nie stanowiły własności sprawcy.;karze pozbawienia wolności od lat 5 do 25.
371;Kto publicznie znieważa grupę ludności albo poszczególną osobę z powodu jej przynależności narodowej, etnicznej, rasowej, wyznaniowej albo z powodu jej bezwyznaniowości lub z takich powodów narusza nietykalność cielesną innej osoby,;karze pozbawienia wolności od 3 miesięcy do lat 5.
372;§ 1. Kto bierze udział w zorganizowanej grupie albo związku mających na celu popełnienie przestępstwa lub przestępstwa skarbowego,;karze pozbawienia wolności do lat 3.
373; 2. Jeżeli grupa albo związek określone w § 1 mają charakter zbrojny albo mają na celu popełnienie przestępstwa o charakterze terrorystycznym, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
374; 3. Kto grupę albo związek określone w § 1, w tym mające charakter zbrojny, zakłada lub taką grupą albo związkiem kieruje,;karze pozbawienia wolności od roku do lat 10.
375; 4. Kto grupę albo związek mające na celu popełnienie przestępstwa o charakterze terrorystycznym zakłada lub taką grupą lub związkiem kieruje,;karze pozbawienia wolności do lat 3.
376;Kto przekracza granicę Rzeczypospolitej Polskiej w celu popełnienia przestępstwa o charakterze terrorystycznym lub przestępstwa określonego w art. 255a rozpowszechnianie treści ułatwiających popełnienie przestępstwa o charakterze terrorystycznym lub art. 258 udział w zorganizowanej grupie lub związku przestępczym § 2 lub 4,;karze pozbawienia wolności od 3 miesięcy do lat 5.
377;"Na wniosek prokuratora sąd stosuje nadzwyczajne złagodzenie kary, a nawet może warunkowo zawiesić jej wykonanie w stosunku do sprawcy przestępstwa określonego w art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym, który dobrowolnie odstąpił od:
1) popełnienia przestępstwa o charakterze terrorystycznym lub przestępstwa określonego w art. 255a rozpowszechnianie treści ułatwiających popełnienie przestępstwa o charakterze terrorystycznym lub art. 258 udział w zorganizowanej grupie lub związku przestępczym § 2 lub 4 i ujawnił przed organem powołanym do ścigania przestępstw wszystkie istotne okoliczności popełnienia czynu lub zapobiegł popełnieniu zamierzonego przestępstwa;
2) pomocnictwa innym osobom w popełnieniu przestępstwa określonego w art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym i ujawnił przed organem powołanym do ścigania przestępstw wszystkie istotne okoliczności popełnienia czynu, w szczególności informacje o osobach, które popełniły przestępstwa określone w art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym.";grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
378;Kto przemocą lub groźbą bezprawną udaremnia przeprowadzenie odbywanego zgodnie z prawem zebrania, zgromadzenia lub pochodu albo takie zebranie, zgromadzenie lub pochód rozprasza,;karze pozbawienia wolności od 6 miesięcy do lat 8.
379;Kto znieważa pomnik lub inne miejsce publiczne urządzone w celu upamiętnienia zdarzenia historycznego lub uczczenia osoby,;karze pozbawienia wolności od 3 miesięcy do lat 5.
380;§ 1. Kto znieważa zwłoki, prochy ludzkie lub miejsce spoczynku zmarłego,;karze pozbawienia wolności od 3 miesięcy do lat 5.
381; 2. Kto ograbia zwłoki, grób lub inne miejsce spoczynku zmarłego,;karze pozbawienia wolności od 6 miesięcy do lat 8.
382;§ 1. Kto bez wymaganego zezwolenia wyrabia broń palną albo amunicję lub nią handluje,;karze pozbawienia wolności od roku do lat 10.
383; 2. Kto bez wymaganego zezwolenia posiada broń palną lub amunicję,;karze pozbawienia wolności do lat 3.
384; 3. Kto, mając zezwolenie na posiadanie broni palnej lub amunicji, udostępnia lub przekazuje ją osobie nieuprawnionej,;karze pozbawienia wolności do lat 3.
385; 4. Kto nieumyślnie powoduje utratę broni palnej lub amunicji, która zgodnie z prawem pozostaje w jego dyspozycji,;karze pozbawienia wolności od 3 miesięcy do lat 5.
386; 2. Kto wbrew przepisom przekracza granicę Rzeczypospolitej Polskiej, używając przemocy, groźby, podstępu lub we współdziałaniu z innymi osobami,;karze pozbawienia wolności od 6 miesięcy do lat 8.
387; 3. Kto organizuje innym osobom przekraczanie wbrew przepisom granicy Rzeczypospolitej Polskiej,;karze pozbawienia wolności od 3 miesięcy do lat 5.
388; 4. Karze określonej w § 3 podlega ten, kto organizuje innym osobom przekraczanie wbrew przepisom granicy innego państwa, jeżeli obowiązek ścigania takiego czynu wynika z ratyfikowanej przez Rzeczpospolitą Polską umowy międzynarodowej.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
389;§ 1. Kto, w celu osiągnięcia korzyści majątkowej lub osobistej, umożliwia lub ułatwia innej osobie pobyt na terytorium Rzeczypospolitej Polskiej wbrew przepisom,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
390; 2. W wyjątkowych wypadkach, gdy sprawca nie osiągnął korzyści majątkowej, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;karze pozbawienia wolności do lat 3.
391;§ 1. Kto ujawnia lub wbrew przepisom ustawy wykorzystuje informacje niejawne o klauzuli „tajne” lub „ściśle tajne”;karze pozbawienia wolności do lat 3.
392; 2. Jeżeli informację określoną w § 1 ujawniono osobie działającej w imieniu lub na rzecz podmiotu zagranicznego, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
393; 3. Kto nieumyślnie ujawnia informację określoną w § 1, z którą zapoznał się w związku z pełnieniem funkcji publicznej lub otrzymanym upoważnieniem,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
394;§ 1. Kto, wbrew przepisom ustawy lub przyjętemu na siebie zobowiązaniu, ujawnia lub wykorzystuje informację, z którą zapoznał się w związku z pełnioną funkcją, wykonywaną pracą, działalnością publiczną, społeczną, gospodarczą lub naukową,;karze pozbawienia wolności do lat 3.
395; 2. Funkcjonariusz publiczny, który ujawnia osobie nieuprawnionej informację niejawną o klauzuli „zastrzeżone” lub „poufne” lub informację, którą uzyskał w związku z wykonywaniem czynności służbowych, a której ujawnienie może narazić na szkodę prawnie chroniony interes;karze pozbawienia wolności od 3 miesięcy do lat 5.
396; 3. Ściganie przestępstwa określonego w § 1 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności do lat 3.
397;§1. Kto bez uprawnienia uzyskuje dostęp do informacji dla niego nieprzeznaczonej, otwierając zamknięte pismo, podłączając się do sieci telekomunikacyjnej lub przełamując albo omijając elektroniczne, magnetyczne, informatyczne lub inne szczególne jej zabezpieczenie,;karze pozbawienia wolności od 3 miesięcy do lat 5.
398; 5. Ściganie przestępstwa określonego w § 1-4 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od 6 miesięcy do lat 8.
399;§ 1. Kto, nie będąc do tego uprawnionym, niszczy, uszkadza, usuwa lub zmienia zapis istotnej informacji albo w inny sposób udaremnia lub znacznie utrudnia osobie uprawnionej zapoznanie się z nią,;karze pozbawienia wolności do lat 3.
400; 2. Jeżeli czyn określony w § 1 dotyczy zapisu na informatycznym nośniku danych, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
401; 3. Kto, dopuszczając się czynu określonego w § 1 lub 2, wyrządza znaczną szkodę majątkową,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
402; 4. Ściganie przestępstwa określonego w § 1-3 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od lat 3 do 20.
403;§ 1. Kto, nie będąc do tego uprawnionym, niszczy, uszkadza, usuwa, zmienia lub utrudnia dostęp do danych informatycznych albo w istotnym stopniu zakłóca lub uniemożliwia automatyczne przetwarzanie, gromadzenie lub przekazywanie takich danych,;karze pozbawienia wolności od lat 5 do 25.
404; 2. Kto, dopuszczając się czynu określonego w § 1, wyrządza znaczną szkodę majątkową,;karze pozbawienia wolności od 3 miesięcy do lat 5.
405; 3. Ściganie przestępstwa określonego w § 1 lub 2 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od lat 5 do 25.
406;§ 1. Kto niszczy, uszkadza, usuwa lub zmienia dane informatyczne o szczególnym znaczeniu dla obronności kraju, bezpieczeństwa w komunikacji, funkcjonowania administracji rządowej, innego organu państwowego lub instytucji państwowej albo samorządu terytorialnego albo zakłóca lub uniemożliwia automatyczne przetwarzanie, gromadzenie lub przekazywanie takich danych,;karze pozbawienia wolności od roku do lat 10.
407;Kto, nie będąc do tego uprawnionym, przez transmisję, zniszczenie, usunięcie, uszkodzenie, utrudnienie dostępu lub zmianę danych informatycznych, w istotnym stopniu zakłóca pracę systemu informatycznego, systemu teleinformatycznego lub sieci teleinformatycznej,;karze pozbawienia wolności od 3 miesięcy do lat 5.
408;§ 1. Kto wytwarza, pozyskuje, zbywa lub udostępnia innym osobom urządzenia lub programy komputerowe przystosowane do popełnienia przestępstwa określonego w art. 165 sprowadzenie niebezpieczeństwa powszechnego § 1 pkt 4, art. 267 bezprawne uzyskanie informacji § 3, art. 268a niszczenie, uszkadzanie, usuwanie, zmienianie lub utrudnianie dostępu do danych informatycznych § 1 albo § 2 w związku z § 1, art. 269 niszczenie, uszkadzanie, usuwanie lub zmienianie danych informatycznych o szczególnym znaczeniu § 1 lub 2 , art. 269a zakłócanie pracy systemu informatycznego, teleinformatycznego lub sieci teleinformatycznej, art. 270 fałszowanie dokumentu i używanie go za autentyczny § 1 albo art. 270a fałszowanie faktury i używanie jej za autentyczną § 1, a także hasła komputerowe, kody dostępu lub inne dane umożliwiające nieuprawniony dostęp do informacji przechowywanych w systemie informatycznym, systemie teleinformatycznym lub sieci teleinformatycznej,;karze pozbawienia wolności do lat 3.
409; 1a. Nie popełnia przestępstwa określonego w § 1, kto działa wyłącznie w celu zabezpieczenia systemu informatycznego, systemu teleinformatycznego lub sieci teleinformatycznej przed popełnieniem przestępstwa wymienionego w tym przepisie albo opracowania metody takiego zabezpieczenia.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
410; 2. W razie skazania za przestępstwo określone w § 1, sąd orzeka przepadek określonych w nim przedmiotów, a może orzec ich przepadek, jeżeli nie stanowiły własności sprawcy.;karze pozbawienia wolności do lat 3.
411;§ 1. Kto, w celu użycia za autentyczny, podrabia lub przerabia dokument lub takiego dokumentu jako autentycznego używa,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
412; 3. Kto czyni przygotowania do przestępstwa określonego w § 1,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
413;§ 1. Kto, w celu użycia za autentyczną, podrabia lub przerabia fakturę w zakresie okoliczności faktycznych mogących mieć znaczenie dla określenia wysokości należności publicznoprawnej lub jej zwrotu albo zwrotu innej należności o charakterze podatkowym lub takiej faktury jako autentycznej używa,;
414; 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż pięciokrotność kwoty określającej mienie wielkiej wartości, albo z popełnienia przestępstwa uczynił sobie stałe źródło dochodu,;
415; 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;
416;§ 1. Funkcjonariusz publiczny lub inna osoba uprawniona do wystawienia dokumentu, która poświadcza w nim nieprawdę co do okoliczności mającej znaczenie prawne,;
417; 2. W wypadku mniejszej wagi, sprawca;
418; 3. Jeżeli sprawca dopuszcza się czynu określonego w § 1 w celu osiągnięcia korzyści majątkowej lub osobistej,;
419;§ 1. Kto wystawia fakturę lub faktury, zawierające kwotę należności ogółem, której wartość lub łączna wartość jest znaczna, poświadczając nieprawdę co do okoliczności faktycznych mogących mieć znaczenie dla określenia wysokości należności publicznoprawnej lub jej zwrotu albo zwrotu innej należności o charakterze podatkowym lub takiej faktury lub faktur używa,;
420; 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż pięciokrotność kwoty określającej mienie wielkiej wartości, albo z popełnienia przestępstwa uczynił sobie stałe źródło dochodu,;
421; 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;
422;Kto wyłudza poświadczenie nieprawdy przez podstępne wprowadzenie w błąd funkcjonariusza publicznego lub innej osoby upoważnionej do wystawienia dokumentu,;
423;Kto używa dokumentu określonego w art. 271 poświadczenie nieprawdy lub art. 272 podstępne wyłudzenie poświadczenia nieprawdy w dokumencie,;
424;Kto zbywa własny lub cudzy dokument stwierdzający tożsamość,;
425;§ 1. Kto posługuje się dokumentem stwierdzającym tożsamość innej osoby albo jej prawa majątkowe lub dokument taki kradnie lub go przywłaszcza,;
426;Kto niszczy, uszkadza, czyni bezużytecznym, ukrywa lub usuwa dokument, którym nie ma prawa wyłącznie rozporządzać,;
427;Kto znaki graniczne niszczy, uszkadza, usuwa, przesuwa lub czyni niewidocznymi albo fałszywie wystawia,;
428;§ 1. Kto dopuszcza się przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 albo art. 271a podawanie nieprawdy w fakturze § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż dziesięciokrotność kwoty określającej mienie wielkiej wartości,;
429; 2. W wypadku mniejszej wagi, sprawca czynu określonego w § 1;
430;W razie skazania za przestępstwo określone w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 lub 2, art. 271a podawanie nieprawdy w fakturze § 1 lub 2 albo art. 277a fałszowanie faktury lub używanie sfałszowanej faktury z kwotą określającą mienie wielkiej wartości § 1, grzywnę orzeczoną obok kary pozbawienia wolności można wymierzyć w wysokości do 3000 stawek dziennych.;
431;§ 1. Sąd na wniosek prokuratora stosuje nadzwyczajne złagodzenie kary wobec sprawcy przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 lub 2 lub art. 271a podawanie nieprawdy w fakturze § 1 lub 2, który zawiadomił o nim organ powołany do ścigania przestępstw i ujawnił wszystkie istotne okoliczności przestępstwa, a także wskazał czyny pozostające w związku z popełnionym przez niego przestępstwem i ich sprawców, zanim organ ten o nich się dowiedział.;
432; 2. Sąd na wniosek prokuratora może odstąpić od wymierzenia kary wobec sprawcy przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1, 2 lub 3, art. 271a podawanie nieprawdy w fakturze § 1, 2 lub 3 lub art. 277a fałszowanie faktury lub używanie sfałszowanej faktury z kwotą określającą mienie wielkiej wartości § 2, który, oprócz spełnienia warunków określonych w § 1, zwrócił korzyść majątkową osiągniętą z popełnienia tego przestępstwa w całości albo w istotnej części.;
433; 3. Sąd może zastosować nadzwyczajne złagodzenie kary wobec sprawcy przestępstwa określonego w art. 277a fałszowanie faktury lub używanie sfałszowanej faktury z kwotą określającą mienie wielkiej wartości § 1, który, oprócz spełnienia warunków określonych w § 1, zwrócił korzyść majątkową osiągniętą z popełnienia tego przestępstwa w całości albo w istotnej części.;
