;Unnamed: 0;crime;penalty;0;1;2
321;321.0;§ 1. Kto, w celu użycia za autentyczną, podrabia lub przerabia fakturę w zakresie okoliczności faktycznych mogących mieć znaczenie dla określenia wysokości należności publicznoprawnej lub jej zwrotu albo zwrotu innej należności o charakterze podatkowym lub takiej faktury jako autentycznej używa,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
322;322.0;2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż pięciokrotność kwoty określającej mienie wielkiej wartości, albo z popełnienia przestępstwa uczynił sobie stałe źródło dochodu,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
323;323.0;3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;karze pozbawienia wolności od lat 3 do 20.;;;
324;324.0;§ 1. Funkcjonariusz publiczny lub inna osoba uprawniona do wystawienia dokumentu, która poświadcza w nim nieprawdę co do okoliczności mającej znaczenie prawne,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
325;325.0;2. W wypadku mniejszej wagi, sprawca;"karze pozbawienia wolności od 3 miesięcy do lat 5.
( Art. 271 poświadczenie nieprawdy § 1 ustawy - Kodeks karny oraz art. 92a uchylony ust. 1 ustawy o transporcie drogowym - w zakresie, w jakim dopuszczają stosowanie wobec tej samej osoby fizycznej, za ten sam czyn, który stanowi naruszenie obowiązków lub warunków przewozu drogowego opisane w lp. 3.9 załącznika nr 3 do ustawy o transporcie drogowym, odpowiedzialności za przestępstwo oraz kary pieniężnej - z dniem 24.06.2017 r. zostały uznane za niezgodne z zasadą ne bis in idem oraz zasadą proporcjonalnej reakcji państwa na naruszenie prawa wynikającymi z art. 2 odpowiedzialność za przestępstwo skutkowe popełnione przez zaniechanie Konstytucji Rzeczypospolitej Polskiej wyrokiem Trybunału Konstytucyjnego z 20.06.2017 r. sygn. akt. P 124/15 (Dz. U. z 2017 poz.1214)";;;
326;326.0;3. Jeżeli sprawca dopuszcza się czynu określonego w § 1 w celu osiągnięcia korzyści majątkowej lub osobistej,;grzywnie albo karze ograniczenia wolności.;;;
327;327.0;§ 1. Kto wystawia fakturę lub faktury, zawierające kwotę należności ogółem, której wartość lub łączna wartość jest znaczna, poświadczając nieprawdę co do okoliczności faktycznych mogących mieć znaczenie dla określenia wysokości należności publicznoprawnej lub jej zwrotu albo zwrotu innej należności o charakterze podatkowym lub takiej faktury lub faktur używa,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
328;328.0;2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż pięciokrotność kwoty określającej mienie wielkiej wartości, albo z popełnienia przestępstwa uczynił sobie stałe źródło dochodu,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
329;329.0;3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;karze pozbawienia wolności od lat 3 do 20.;;;
330;330.0;Kto wyłudza poświadczenie nieprawdy przez podstępne wprowadzenie w błąd funkcjonariusza publicznego lub innej osoby upoważnionej do wystawienia dokumentu,;karze pozbawienia wolności do lat 3.;;;
331;331.0;Kto używa dokumentu określonego w art. 271 poświadczenie nieprawdy lub art. 272 podstępne wyłudzenie poświadczenia nieprawdy w dokumencie,;karze pozbawienia wolności do lat 3.;;;
332;332.0;Kto zbywa własny lub cudzy dokument stwierdzający tożsamość,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
333;333.0;§ 1. Kto posługuje się dokumentem stwierdzającym tożsamość innej osoby albo jej prawa majątkowe lub dokument taki kradnie lub go przywłaszcza,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
334;334.0;Kto niszczy, uszkadza, czyni bezużytecznym, ukrywa lub usuwa dokument, którym nie ma prawa wyłącznie rozporządzać,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
335;335.0;Kto znaki graniczne niszczy, uszkadza, usuwa, przesuwa lub czyni niewidocznymi albo fałszywie wystawia,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
336;336.0;§ 1. Kto dopuszcza się przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 albo art. 271a podawanie nieprawdy w fakturze § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż dziesięciokrotność kwoty określającej mienie wielkiej wartości,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
337;337.0;2. W wypadku mniejszej wagi, sprawca czynu określonego w § 1;karze pozbawienia wolności od lat 5 do 25.;;;
338;338.0;§ 1. Kto zabiera w celu przywłaszczenia cudzą rzecz ruchomą,;karze pozbawienia wolności do lat 5.;;;
339;339.0;3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1, 1a lub 2;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
340;340.0;3a. Kto dopuszcza się kradzieży szczególnie zuchwałej,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
341;341.0;§ 1. Kto kradnie z włamaniem,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
342;342.0;§ 1. Kto kradnie, używając przemocy wobec osoby lub grożąc natychmiastowym jej użyciem albo doprowadzając człowieka do stanu nieprzytomności lub bezbronności,;karze pozbawienia wolności od roku do lat 10.;;;
343;343.0;2. Jeżeli sprawca rozboju posługuje się bronią palną, nożem lub innym podobnie niebezpiecznym przedmiotem lub środkiem obezwładniającym albo działa w inny sposób bezpośrednio zagrażający życiu lub wspólnie z inną osobą, która posługuje się taką bronią, przedmiotem, środkiem lub sposobem,;karze pozbawienia wolności od lat 2 do 15.;;;
344;344.0;Kto, w celu utrzymania się w posiadaniu zabranej rzeczy, bezpośrednio po dokonaniu kradzieży, używa przemocy wobec osoby lub grozi natychmiastowym jej użyciem albo doprowadza człowieka do stanu nieprzytomności lub bezbronności,;karze pozbawienia wolności od lat 3 do 20.;;;
345;345.0;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, przemocą, groźbą zamachu na życie lub zdrowie albo gwałtownego zamachu na mienie, doprowadza inną osobę do rozporządzenia mieniem własnym lub cudzym albo do zaprzestania lub ograniczenia działalności gospodarczej,;karze pozbawienia wolności od roku do lat 10.;;;
346;346.0;W wypadku mniejszej wagi, sprawca czynu określonego w art. 279 kradzież z włamaniem § 1, art. 280 rozbój § 1, art. 281 kradzież rozbójnicza lub art. 282 wymuszenie rozbójnicze,;karze pozbawienia wolności od roku do lat 10.;;;
347;347.0;§ 1. Kto przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
348;348.0;2. Kto przywłaszcza sobie powierzoną mu rzecz ruchomą,;karze pozbawienia wolności do lat 3.;;;
349;349.0;3. W wypadku mniejszej wagi lub przywłaszczenia rzeczy znalezionej, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
350;350.0;§ 1. Kto, włączając się do urządzenia telekomunikacyjnego, uruchamia na cudzy rachunek impulsy telefoniczne,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
351;351.0;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, doprowadza inną osobę do niekorzystnego rozporządzenia własnym lub cudzym mieniem za pomocą wprowadzenia jej w błąd albo wyzyskania błędu lub niezdolności do należytego pojmowania przedsiębranego działania,;karze pozbawienia wolności do lat 3.;;;
352;352.0;3. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
353;353.0;§ 1. Kto, w celu osiągnięcia korzyści majątkowej lub wyrządzenia innej osobie szkody, bez upoważnienia, wpływa na automatyczne przetwarzanie, gromadzenie lub przekazywanie danych informatycznych lub zmienia, usuwa albo wprowadza nowy zapis danych informatycznych,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
354;354.0;2. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
355;355.0;§ 1. Kto cudzą rzecz niszczy, uszkadza lub czyni niezdatną do użytku,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
356;356.0;2. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
357;357.0;§ 1. Kto zabiera w celu krótkotrwałego użycia cudzy pojazd mechaniczny,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
358;358.0;2. Jeżeli sprawca czynu określonego w § 1 pokonuje zabezpieczenie pojazdu przed jego użyciem przez osobę nieupoważnioną, pojazd stanowi mienie znacznej wartości albo sprawca następnie porzuca pojazd w stanie uszkodzonym lub w takich okolicznościach, że zachodzi niebezpieczeństwo utraty lub uszkodzenia pojazdu albo jego części lub zawartości,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
359;359.0;3. Jeżeli czyn określony w § 1 popełniono używając przemocy lub grożąc natychmiastowym jej użyciem albo doprowadzając człowieka do stanu nieprzytomności lub bezbronności, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
360;360.0;§ 1. Kto w celu przywłaszczenia dopuszcza się wyrębu drzewa w lesie,;karze pozbawienia wolności od roku do lat 10.;;;
361;361.0;§ 1. Kto rzecz uzyskaną za pomocą czynu zabronionego nabywa lub pomaga do jej zbycia albo tę rzecz przyjmuje lub pomaga do jej ukrycia,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
362;362.0;2. W wypadku mniejszej wagi, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
363;363.0;§ 1. Kto rzecz, o której na podstawie towarzyszących okoliczności powinien i może przypuszczać, że została uzyskana za pomocą czynu zabronionego, nabywa lub pomaga do jej zbycia albo tę rzecz przyjmuje lub pomaga do jej ukrycia,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
364;364.0;2. W wypadku znacznej wartości rzeczy, o której mowa w § 1, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
365;365.0;§ 1. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia znacznej wartości,;karze pozbawienia wolności od roku do lat 10.;;;
366;366.0;3. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 279 kradzież z włamaniem § 1, art. 280 rozbój § 1, art. 281 kradzież rozbójnicza, art. 282 wymuszenie rozbójnicze, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia o wartości większej niż pięciokrotność kwoty określającej mienie wielkiej wartości,;karze pozbawienia wolności od lat 3 do 20.;;;
367;367.0;4. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 279 kradzież z włamaniem § 1, art. 280 rozbój, art. 281 kradzież rozbójnicza, art. 282 wymuszenie rozbójnicze, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia o wartości większej niż dziesięciokrotność kwoty określającej mienie wielkiej wartości,;karze pozbawienia wolności od lat 5 do 25.;;;
368;368.0;§ 1. Kto, będąc obowiązany na podstawie przepisu ustawy, decyzji właściwego organu lub umowy do zajmowania się sprawami majątkowymi lub działalnością gospodarczą osoby fizycznej, prawnej albo jednostki organizacyjnej nie mającej osobowości prawnej, przez nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku, wyrządza jej znaczną szkodę majątkową,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
369;369.0;1a. Jeżeli sprawca, o którym mowa w § 1, przez nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku, sprowadza bezpośrednie niebezpieczeństwo wyrządzenia znacznej szkody majątkowej,;karze pozbawienia wolności do lat 3.;;;
370;370.0;2. Jeżeli sprawca przestępstwa określonego w § 1 lub 1a działa w celu osiągnięcia korzyści majątkowej,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
371;371.0;3. Jeżeli sprawca przestępstwa określonego w § 1 lub 2 wyrządza szkodę majątkową w wielkich rozmiarach,;karze pozbawienia wolności od roku do lat 10.;;;
372;372.0;4. Jeżeli sprawca przestępstwa określonego w § 1 lub 3 działa nieumyślnie,;karze pozbawienia wolności do lat 3.;;;
373;373.0;§ 1. Kto, pełniąc funkcję kierowniczą w jednostce organizacyjnej wykonującej działalność gospodarczą lub pozostając z nią w stosunku pracy, umowy zlecenia lub umowy o dzieło, żąda lub przyjmuje korzyść majątkową lub osobistą albo jej obietnicę, w zamian za nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku mogące wyrządzić tej jednostce szkodę majątkową albo stanowiące czyn nieuczciwej konkurencji lub niedopuszczalną czynność preferencyjną na rzecz nabywcy lub odbiorcy towaru, usługi lub świadczenia,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
374;374.0;3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
375;375.0;4. Jeżeli sprawca czynu określonego w § 1 wyrządza znaczną szkodę majątkową,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
376;376.0;§ 1. Kto, w celu uzyskania dla siebie lub kogo innego, od banku lub jednostki organizacyjnej prowadzącej podobną działalność gospodarczą na podstawie ustawy albo od organu lub instytucji dysponujących środkami publicznymi – kredytu, pożyczki pieniężnej, poręczenia, gwarancji, akredytywy, dotacji, subwencji, potwierdzenia przez bank zobowiązania wynikającego z poręczenia lub z gwarancji lub podobnego świadczenia pieniężnego na określony cel gospodarczy, instrumentu płatniczego lub zamówienia publicznego, przedkłada podrobiony, przerobiony, poświadczający nieprawdę albo nierzetelny dokument albo nierzetelne, pisemne oświadczenie dotyczące okoliczności o istotnym znaczeniu dla uzyskania wymienionego wsparcia finansowego, instrumentu płatniczego lub zamówienia,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
377;377.0;§ 1. Kto, w celu uzyskania odszkodowania z tytułu umowy ubezpieczenia, powoduje zdarzenie będące podstawą do wypłaty takiego odszkodowania,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
378;378.0;§ 1. Kto środki płatnicze, instrumenty finansowe, papiery wartościowe, wartości dewizowe, prawa majątkowe lub inne mienie ruchome lub nieruchomości, pochodzące z korzyści związanych z popełnieniem czynu zabronionego, przyjmuje, posiada, używa, przekazuje lub wywozi za granicę, ukrywa, dokonuje ich transferu lub konwersji, pomaga do przenoszenia ich własności lub posiadania albo podejmuje inne czynności, które mogą udaremnić lub znacznie utrudnić stwierdzenie ich przestępnego pochodzenia lub miejsca umieszczenia, ich wykrycie, zajęcie albo orzeczenie przepadku;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
379;379.0;5. Jeżeli sprawca dopuszcza się czynu określonego w § 1 lub 2, działając w porozumieniu z innymi osobami,;karze pozbawienia wolności od roku do lat 10.;;;
380;380.0;6a. Kto czyni przygotowania do przestępstwa określonego w § 1 lub 2,;karze pozbawienia wolności do lat 3.;;;
381;381.0;§ 1. Kto, w razie grożącej mu niewypłacalności lub upadłości, udaremnia lub uszczupla zaspokojenie swojego wierzyciela przez to, że usuwa, ukrywa, zbywa, darowuje, niszczy, rzeczywiście lub pozornie obciąża albo uszkadza składniki swojego majątku,;karze pozbawienia wolności do lat 3.;;;
382;382.0;2. Kto, w celu udaremnienia wykonania orzeczenia sądu lub innego organu państwowego, udaremnia lub uszczupla zaspokojenie swojego wierzyciela przez to, że usuwa, ukrywa, zbywa, darowuje, niszczy, rzeczywiście lub pozornie obciąża albo uszkadza składniki swojego majątku zajęte lub zagrożone zajęciem, bądź usuwa znaki zajęcia,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
383;383.0;3. Jeżeli czyn określony w § 1 wyrządził szkodę wielu wierzycielom, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
384;384.0;§ 1. Kto będąc dłużnikiem kilku wierzycieli udaremnia lub ogranicza zaspokojenie ich należności przez to, że tworzy w oparciu o przepisy prawa nową jednostkę gospodarczą i przenosi na nią składniki swojego majątku,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
385;385.0;3. Kto będąc dłużnikiem kilku wierzycieli w sposób lekkomyślny doprowadza do swojej upadłości lub niewypłacalności, w szczególności przez trwonienie części składowych majątku, zaciąganie zobowiązań lub zawieranie transakcji oczywiście sprzecznych z zasadami gospodarowania,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
386;386.0;§ 1. Kto, w razie grożącej mu niewypłacalności lub upadłości, nie mogąc zaspokoić wszystkich wierzycieli, spłaca lub zabezpiecza tylko niektórych, czym działa na szkodę pozostałych,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
387;387.0;2. Kto wierzycielowi udziela lub obiecuje udzielić korzyści majątkowej za działanie na szkodę innych wierzycieli w związku z postępowaniem upadłościowym lub zmierzającym do zapobiegnięcia upadłości,;karze pozbawienia wolności do lat 3.;;;
388;388.0;§ 1. Kto wyrządza szkodę majątkową osobie fizycznej, prawnej albo jednostce organizacyjnej nie mającej osobowości prawnej, przez nieprowadzenie dokumentacji działalności gospodarczej albo prowadzenie jej w sposób nierzetelny lub niezgodny z prawdą, w szczególności niszcząc, usuwając, ukrywając, przerabiając lub podrabiając dokumenty dotyczące tej działalności,;karze pozbawienia wolności do lat 3.;;;
389;389.0;2. Jeżeli sprawca przestępstwa określonego w § 1 wyrządza znaczną szkodę majątkową,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
390;390.0;3. W wypadku mniejszej wagi, sprawca przestępstwa określonego w § 1;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
391;391.0;§ 1. Kto, wyzyskując przymusowe położenie innej osoby fizycznej, prawnej albo jednostki organizacyjnej nie mającej osobowości prawnej, zawiera z nią umowę, nakładając na nią obowiązek świadczenia niewspółmiernego ze świadczeniem wzajemnym,;karze pozbawienia wolności do lat 3.;;;
392;392.0;2. Kto, w zamian za udzielone osobie fizycznej świadczenie pieniężne wynikające z umowy pożyczki, kredytu lub innej umowy, której przedmiotem jest udzielenie takiego świadczenia z obowiązkiem jego zwrotu, niezwiązanej bezpośrednio z działalnością gospodarczą lub zawodową tej osoby, żąda od niej zapłaty kosztów innych niż odsetki w kwocie co najmniej dwukrotnie przekraczającej maksymalną wysokość tych kosztów określoną w ustawie,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
393;393.0;§ 1. Kto utrudnia lub udaremnia przetarg albo postępowanie o udzielenie zamówienia publicznego, działając na szkodę właściciela mienia, osoby lub instytucji, na rzecz której przetarg jest dokonywany bądź która prowadzi postępowanie, albo na szkodę interesu publicznego,;karze pozbawienia wolności do lat 3.;;;
394;394.0;2. Kto, w celu wywarcia bezprawnego wpływu na wynik trwającego lub przygotowywanego przetargu lub postępowania o udzielenie zamówienia publicznego, wchodzi w porozumienie z inną osobą, przekazuje lub rozpowszechnia informacje lub przemilcza istotne okoliczności, działając na szkodę właściciela mienia, osoby lub instytucji, na rzecz której przetarg jest lub ma być dokonywany bądź która prowadzi lub ma prowadzić postępowanie, albo na szkodę interesu publicznego,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
395;395.0;3. Jeżeli sprawca dopuszcza się czynu określonego w § 1 lub 2 w celu osiągnięcia korzyści majątkowej lub osobistej,;karze pozbawienia wolności od 6 miesięcy do lat 8.;;;
396;396.0;Kto usuwa, podrabia lub przerabia znaki identyfikacyjne, datę produkcji lub datę przydatności towaru lub urządzenia,;karze pozbawienia wolności do lat 3.;;;
397;397.0;§ 1. Kto zmienia wskazanie drogomierza pojazdu mechanicznego lub ingeruje w prawidłowość jego pomiaru,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
398;398.0;3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
399;399.0;§ 1. Kto dopuszcza się przestępstwa określonego w art. 296 wyrządzenie szkody w obrocie gospodarczym § 1 lub 2, art. 296a łapownictwo na stanowisku kierowniczym § 1 lub 4, art. 299 pranie brudnych pieniędzy § 1, 2, 5 lub 6 lub w art. 303 nieprowadzenie lub niezgodne z prawdą prowadzenie dokumentacji działalności gospodarczej § 1, w stosunku do mienia o wartości większej niż pięciokrotność kwoty określającej mienie wielkiej wartości lub powodując szkodę w rozmiarach odpowiadających takiej wartości,;karze pozbawienia wolności od lat 3 do 20.;;;
400;400.0;2. Kto dopuszcza się przestępstwa określonego w art. 296 wyrządzenie szkody w obrocie gospodarczym § 1 lub 2, art. 296a łapownictwo na stanowisku kierowniczym § 1 lub 4, art. 299 pranie brudnych pieniędzy § 1, 2, 5 lub 6 lub w art. 303 nieprowadzenie lub niezgodne z prawdą prowadzenie dokumentacji działalności gospodarczej § 1, w stosunku do mienia o wartości większej niż dziesięciokrotność kwoty określającej mienie wielkiej wartości lub powodując szkodę w rozmiarach odpowiadających takiej wartości,;karze pozbawienia wolności od lat 5 do 25.;;;
401;401.0;§ 1. Kto dokonuje zaboru tablicy rejestracyjnej pojazdu mechanicznego, umożliwiającej dopuszczenie tego pojazdu do ruchu na obszarze Rzeczypospolitej Polskiej, albo w celu użycia za autentyczną tablicę rejestracyjną pojazdu mechanicznego podrabia lub przerabia,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
402;402.0;§ 1. Kto podrabia albo przerabia polski albo obcy pieniądz, polski albo obcy znak pieniężny, który został ustalony jako prawny środek płatniczy, jednak nie został jeszcze wprowadzony do obiegu, inny środek płatniczy albo dokument uprawniający do otrzymania sumy pieniężnej albo zawierający obowiązek wypłaty kapitału, odsetek, udziału w zyskach albo stwierdzenie uczestnictwa w spółce lub z pieniędzy, innego środka płatniczego albo z takiego dokumentu usuwa oznakę umorzenia,;karze pozbawienia wolności od lat 5 do 25.;;;
403;403.0;2. Kto pieniądz, inny środek płatniczy lub znak pieniężny albo dokument określone w § 1 puszcza w obieg albo go w takim celu przyjmuje, przechowuje, przewozi, przenosi, przesyła albo pomaga do jego zbycia lub ukrycia,;karze pozbawienia wolności od roku do lat 10.;;;
404;404.0;4. Kto czyni przygotowania do popełnienia przestępstwa określonego w § 1 lub 2,;karze pozbawienia wolności od 3 miesięcy do lat 5.;;;
405;405.0;Kto, w dokumentacji związanej z obrotem papierami wartościowymi, rozpowszechnia nieprawdziwe informacje lub przemilcza informacje o stanie majątkowym oferenta, mające istotne znaczenie dla nabycia, zbycia papierów wartościowych, podwyższenia albo obniżenia wkładu,;karze pozbawienia wolności do lat 3.;;;
406;406.0;Kto puszcza w obieg podrobiony albo przerobiony pieniądz, inny środek płatniczy albo dokument określony w art. 310 fałszowanie pieniędzy, środków płatniczych lub papierów wartościowych § 1, który sam otrzymał jako prawdziwy,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.;;;
407;407.0;§ 1. Kto, w celu użycia lub puszczenia w obieg, podrabia albo przerabia urzędowy znak wartościowy albo ze znaku takiego usuwa oznakę umorzenia,;karze pozbawienia wolności do lat 3.;;;
408;408.0;Kto, w celu użycia w obrocie gospodarczym, podrabia albo przerabia znak urzędowy, mający stwierdzić upoważnienie lub wynik badania albo w obrocie publicznym używa przedmiotów opatrzonych takimi podrobionymi albo przerobionymi znakami,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
409;409.0;§ 1. Kto, w celu użycia w obrocie gospodarczym, podrabia lub przerabia zalegalizowane narzędzie pomiarowe lub probiercze,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.;;;
0;;;;;crime;penalty
1;;;;0.0;§ 1. Kto w miejscu publicznym demonstracyjnie okazuje lekceważenie Narodowi Polskiemu, Rzeczypospolitej Polskiej lub jej konstytucyjnym organom,;karze aresztu albo grzywny.
2;;;;1.0;§ 1. Kto wbrew przepisom przekracza granicę Rzeczypospolitej Polskiej,;karze grzywny.
3;;;;2.0;Kto nie opuszcza zbiegowiska publicznego pomimo wezwania właściwego organu,;karze aresztu albo grzywny.
4;;;;3.0;§ 1. Kto w miejscu publicznym posiada nóż, maczetę lub inny podobnie niebezpieczny przedmiot, a okoliczności jego posiadania wskazują na zamiar użycia go w celu popełnienia przestępstwa,;karze aresztu, ograniczenia wolności albo grzywny nie niższej niż 3.000 zł.
5;;;;4.0;§ 1. Kto krzykiem, hałasem, alarmem lub innym wybrykiem zakłóca spokój, porządek publiczny, spoczynek nocny albo wywołuje zgorszenie w miejscu publicznym,;karze aresztu, ograniczenia wolności albo grzywny.
6;;;;5.0;2. Jeżeli czyn określony w § 1 ma charakter chuligański lub sprawca dopuszcza się go, będąc pod wpływem alkoholu, środka odurzającego lub innej podobnie działającej substancji lub środka,;karze aresztu, ograniczenia wolności albo grzywny.
7;;;;6.0;§ 1. Kto bierze udział w zgromadzeniu, posiadając przy sobie broń, materiały wybuchowe, wyroby pirotechniczne lub inne niebezpieczne materiały lub narzędzia;karze aresztu do 14 dni, karze ograniczenia wolności albo karze grzywny.
8;;;;7.0;"2. Kto:
1) przeszkadza lub usiłuje przeszkodzić w organizowaniu lub w przebiegu niezakazanego zgromadzenia,
2) organizuje zgromadzenie bez wymaganego zawiadomienia lub przewodniczy takiemu zgromadzeniu lub zgromadzeniu zakazanemu,
3) przewodniczy zgromadzeniu po rozwiązaniu go,
4) bezprawnie zajmuje lub wzbrania się opuścić miejsce, którym inna osoba lub organizacja prawnie rozporządza jako organizator lub przewodniczący zgromadzenia";karze ograniczenia wolności albo grzywny.
9;;;;8.0;"3. Kto:
1) będąc przewodniczącym lub organizatorem zgromadzenia, umyślnie nie podejmuje środków niezbędnych dla zapewnienia zgodnego z przepisami prawa przebiegu zgromadzenia oraz zapobieżenia powstaniu szkód z winy uczestników zgromadzenia,
2) nie podporządkowuje się żądaniom lub poleceniom przewodniczącego zgromadzenia lub jego organizatora, o których mowa w ustawie z dnia 24 lipca 2015 r. – Prawo o zgromadzeniach (Dz. U. z 2022 r. poz. 1389),
3) wzbrania się opuścić miejsce zgromadzenia po jego rozwiązaniu";karze grzywny.
10;;;;9.0;"Kto:
1) publicznie nawołuje do popełnienia przestępstwa lub przestępstwa skarbowego,
2) publicznie nawołuje do przeciwdziałania przemocą aktowi stanowiącemu źródło powszechnie obowiązującego prawa Rzeczypospolitej Polskiej,
3) publicznie pochwala popełnienie przestępstwa,
jeżeli zasięg czynu albo jego skutki nie były znaczne";karze aresztu, ograniczenia wolności albo grzywny.
11;;;;10.0;Kto zużywa olej opałowy do celów napędowych;karze grzywny do 500 zł.
