;crime;penalty
341;§ 1. Kto znieważa funkcjonariusza publicznego lub osobę do pomocy mu przybraną, podczas i w związku z pełnieniem obowiązków służbowych,;§ 2. Tej samej karze podlega, kto w celu popełnienia przestępstwa o charakterze terrorystycznym uczestniczy w szkoleniu mogącym umożliwić popełnienie takiego przestępstwa lub samodzielnie zapoznaje się z treściami, o których mowa w § 1.
342;§ 2. Przepis art. 222 naruszenie nietykalności cielesnej funkcjonariusza publicznego lub osoby do pomocy mu przybranej § 2 stosuje się odpowiednio.;karze pozbawienia wolności do lat 3.
343;§ 3. Kto publicznie znieważa lub poniża konstytucyjny organ Rzeczypospolitej Polskiej,;§ 1a. Tej samej karze podlega, kto publicznie propaguje ideologię nazistowską, komunistyczną, faszystowską lub ideologię nawołującą do użycia przemocy w celu wpływania na życie polityczne lub społeczne.
344;Kto, podając się za funkcjonariusza publicznego albo wyzyskując błędne przeświadczenie o tym innej osoby, wykonuje czynność związaną z jego funkcją,;karze pozbawienia wolności do lat 3.
345;§ 1. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową lub osobistą albo jej obietnicę,;karze pozbawienia wolności od 6 miesięcy do lat 8.
346;§ 2. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności od roku do lat 10.
347;§ 3. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową lub osobistą albo jej obietnicę za zachowanie stanowiące naruszenie przepisów prawa,;karze pozbawienia wolności od lat 2 do 15.
348;§ 4. Karze określonej w § 3 podlega także ten, kto, w związku z pełnieniem funkcji publicznej, uzależnia wykonanie czynności służbowej od otrzymania korzyści majątkowej lub osobistej albo jej obietnicy lub takiej korzyści żąda.;karze pozbawienia wolności od lat 3 do 20.
349;§ 5. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową znacznej wartości albo jej obietnicę,;Nie podlega karze za przestępstwo określone w art. 258 udział w zorganizowanej grupie lub związku przestępczym, kto dobrowolnie odstąpił od udziału w grupie albo związku i ujawnił przed organem powołanym do ścigania przestępstw wszystkie istotne okoliczności popełnionego czynu lub zapobiegł popełnieniu zamierzonego przestępstwa, w tym i przestępstwa skarbowego.
350;§ 5a. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową wielkiej wartości albo jej obietnicę,;karze pozbawienia wolności od 3 miesięcy do lat 5.
351;§ 6. Karom określonym w § 1–5a podlega odpowiednio także ten, kto, w związku z pełnieniem funkcji publicznej w państwie obcym lub w organizacji międzynarodowej, przyjmuje korzyść majątkową lub osobistą albo jej obietnicę lub takiej korzyści żąda, albo uzależnia wykonanie czynności służbowej od jej otrzymania.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
352;§ 1. Kto udziela albo obiecuje udzielić korzyści majątkowej lub osobistej osobie pełniącej funkcję publiczną w związku z pełnieniem tej funkcji,;grzywnie albo karze ograniczenia wolności.
353;§ 2. W wypadku mniejszej wagi, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
354;§ 3. Jeżeli sprawca czynu określonego w § 1 działa, aby skłonić osobę pełniącą funkcję publiczną do naruszenia przepisów prawa lub udziela albo obiecuje udzielić takiej osobie korzyści majątkowej lub osobistej za naruszenie przepisów prawa,;karze pozbawienia wolności od 6 miesięcy do lat 8.
355;§ 4. Kto osobie pełniącej funkcję publiczną, w związku z pełnieniem tej funkcji, udziela albo obiecuje udzielić korzyści majątkowej znacznej wartości,;karze pozbawienia wolności od roku do lat 10.
356;§ 4a. Kto osobie pełniącej funkcję publiczną, w związku z pełnieniem tej funkcji, udziela albo obiecuje udzielić korzyści majątkowej wielkiej wartości,;karze pozbawienia wolności od 6 miesięcy do lat 8.
357;§ 5. Karom określonym w § 1–4a podlega odpowiednio także ten, kto udziela albo obiecuje udzielić korzyści majątkowej lub osobistej osobie pełniącej funkcję publiczną w państwie obcym lub w organizacji międzynarodowej, w związku z pełnieniem tej funkcji.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
358;§ 1. Kto, w zamian za korzyść majątkową lub osobistą albo jej obietnicę, podejmuje się pośrednictwa w załatwieniu sprawy, powołując się na wpływy, wywołując u innej osoby przekonanie o istnieniu wpływów, wykorzystując takie przekonanie lub utwierdzając ją w przekonaniu o istnieniu wpływów w:;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
359;1) instytucji państwowej lub samorządowej,;karze pozbawienia wolności do lat 3.
360;2) organizacji krajowej lub międzynarodowej,;karze pozbawienia wolności od 6 miesięcy do lat 8.
361;3) krajowej lub zagranicznej jednostce organizacyjnej dysponującej środkami publicznymi,;karze pozbawienia wolności od 3 miesięcy do lat 5.
362;4) przedsiębiorstwie państwowym,;karze pozbawienia wolności od 3 miesięcy do lat 5.
363;5) spółce handlowej z udziałem Skarbu Państwa, samorządu terytorialnego lub państwowej osoby prawnej,;karze pozbawienia wolności od 6 miesięcy do lat 8.
364;§ 2. W wypadku mniejszej wagi, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
365;§ 1. Kto udziela albo obiecuje udzielić korzyści majątkowej lub osobistej w zamian za pośrednictwo w załatwieniu sprawy w podmiocie wskazanym w art. 230 płatna protekcja bierna § 1, polegające na bezprawnym wywarciu wpływu na decyzję, działanie lub zaniechanie osoby pełniącej funkcję publiczną, w związku z pełnieniem tej funkcji,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
366;§ 2. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności do lat 3.
367;§ 1. Funkcjonariusz publiczny, który, przekraczając swoje uprawnienia lub nie dopełniając obowiązków, działa na szkodę interesu publicznego lub prywatnego,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
368;§ 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 w celu osiągnięcia korzyści majątkowej lub osobistej,;§ 2. Tej samej karze podlega, kto bez uprawnienia uzyskuje dostęp do całości lub części systemu informatycznego.
369;§ 3. Jeżeli sprawca czynu określonego w § 1 działa nieumyślnie i wyrządza istotną szkodę,;§ 3. Tej samej karze podlega, kto w celu uzyskania informacji, do której nie jest uprawniony, zakłada lub posługuje się urządzeniem podsłuchowym, wizualnym albo innym urządzeniem lub oprogramowaniem.
370;§ 4. Przepisu § 2 nie stosuje się, jeżeli czyn wyczerpuje znamiona czynu zabronionego określonego w art. 228 sprzedajność pełniącego funkcję publiczną.;§ 4. Tej samej karze podlega, kto informację uzyskaną w sposób określony w § 1-3 ujawnia innej osobie.
371;Z ochrony prawnej przewidzianej dla funkcjonariuszy publicznych podczas lub w związku z pełnieniem obowiązków służbowych funkcjonariusz publiczny korzysta również wtedy, jeżeli bezprawny zamach na jego osobę został podjęty z powodu wykonywanego przez niego zawodu lub zajmowanego stanowiska.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
372;§ 1. Osoba, która w obronie koniecznej odpiera zamach na jakiekolwiek cudze dobro chronione prawem, chroniąc bezpieczeństwo lub porządek publiczny, korzysta z ochrony prawnej przewidzianej dla funkcjonariuszy publicznych.;karze pozbawienia wolności do lat 3.
373;§ 2. Przepisu § 1 nie stosuje się, jeżeli czyn sprawcy zamachu skierowany przeciwko osobie odpierającej zamach godzi wyłącznie w cześć lub godność tej osoby.;karze pozbawienia wolności od 3 miesięcy do lat 5.
374;§ 1. Kto przemocą lub groźbą bezprawną wywiera wpływ na czynności urzędowe sądu,;karze pozbawienia wolności do lat 3.
375;§ 1. Kto, składając zeznanie mające służyć za dowód w postępowaniu sądowym lub w innym postępowaniu prowadzonym na podstawie ustawy, zeznaje nieprawdę lub zataja prawdę,;karze pozbawienia wolności od 3 miesięcy do lat 5.
376;§ 1a. Jeżeli sprawca czynu określonego w § 1 zeznaje nieprawdę lub zataja prawdę z obawy przed odpowiedzialnością karną grożącą jemu samemu lub jego najbliższym,;karze pozbawienia wolności od 6 miesięcy do lat 8.
377;§ 2. Warunkiem odpowiedzialności jest, aby przyjmujący zeznanie, działając w zakresie swoich uprawnień, uprzedził zeznającego o odpowiedzialności karnej za fałszywe zeznanie lub odebrał od niego przyrzeczenie.;§ 2. Tej samej karze podlega, kto dopuszcza się czynu określonego w § 1, niszcząc albo wymieniając informatyczny nośnik danych lub niszcząc albo uszkadzając urządzenie służące do automatycznego przetwarzania, gromadzenia lub przekazywania danych informatycznych.
378;§ 4. Kto, jako biegły, rzeczoznawca lub tłumacz, przedstawia fałszywą opinię, ekspertyzę lub tłumaczenie mające służyć za dowód w postępowaniu określonym w § 1,;karze pozbawienia wolności od 3 miesięcy do lat 5.
379;§ 4a. Jeżeli sprawca czynu określonego w § 4 działa nieumyślnie, narażając na istotną szkodę interes publiczny,;karze pozbawienia wolności od 3 miesięcy do lat 5.
380;§ 5. Sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia, jeżeli:;Nie podlega karze za przestępstwo określone w art. 267 bezprawne uzyskanie informacji § 2 lub art. 269a zakłócanie pracy systemu informatycznego, teleinformatycznego lub sieci teleinformatycznej, kto działa wyłącznie w celu zabezpieczenia systemu informatycznego, systemu teleinformatycznego lub sieci teleinformatycznej albo opracowania metody takiego zabezpieczenia i niezwłocznie powiadomił dysponenta tego systemu lub sieci o ujawnionych zagrożeniach, a jego działanie nie naruszyło interesu publicznego lub prywatnego i nie wyrządziło szkody.
381;1) fałszywe zeznanie, opinia, ekspertyza lub tłumaczenie dotyczy okoliczności niemogących mieć wpływu na rozstrzygnięcie sprawy,;karze pozbawienia wolności od 3 miesięcy do lat 5.
382;2) sprawca dobrowolnie sprostuje fałszywe zeznanie, opinię, ekspertyzę lub tłumaczenie, zanim nastąpi, chociażby nieprawomocne, rozstrzygnięcie sprawy.;§ 2. Tej samej karze podlega, kto wypełnia blankiet, opatrzony cudzym podpisem, niezgodnie z wolą podpisanego i na jego szkodę albo takiego dokumentu używa.
383;§ 6. Przepisy § 1-3 oraz 5 stosuje się odpowiednio do osoby, która składa fałszywe oświadczenie, jeżeli przepis ustawy przewiduje możliwość odebrania oświadczenia pod rygorem odpowiedzialności karnej.;§ 2a. W wypadku mniejszej wagi, sprawca podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
384;Kto, przed organem powołanym do ścigania lub orzekania w sprawach o przestępstwo, w tym i przestępstwo skarbowe, wykroczenie, wykroczenie skarbowe lub przewinienie dyscyplinarne, fałszywie oskarża inną osobę o popełnienie tych czynów zabronionych lub przewinienia dyscyplinarnego,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
385;Kto, przez tworzenie fałszywych dowodów lub inne podstępne zabiegi, kieruje przeciwko określonej osobie ściganie o przestępstwo, w tym i przestępstwo skarbowe, wykroczenie, wykroczenie skarbowe lub przewinienie dyscyplinarne albo w toku postępowania zabiegi takie przedsiębierze,;karze pozbawienia wolności od 6 miesięcy do lat 8.
386;§ 1. Kto zataja dowody niewinności osoby podejrzanej o popełnienie przestępstwa, w tym i przestępstwa skarbowego, wykroczenia, wykroczenia skarbowego lub przewinienia dyscyplinarnego,;karze pozbawienia wolności od lat 3 do 20.
387;Przepis art. 233 fałszywe zeznania § 5 pkt 2 stosuje się odpowiednio do przestępstw określonych w art. 234 fałszywe oskarżenie, art. 235 tworzenie fałszywych dowodów oraz w art. 236 zatajanie dowodów niewinności osoby podejrzanej § 1.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
388;Kto zawiadamia o przestępstwie, lub o przestępstwie skarbowym organ powołany do ścigania wiedząc, że przestępstwa nie popełniono,;karze pozbawienia wolności od 3 miesięcy do lat 5.
389;§ 1. Kto utrudnia lub udaremnia postępowanie karne, pomagając sprawcy przestępstwa, w tym i przestępstwa skarbowego uniknąć odpowiedzialności karnej, w szczególności kto sprawcę ukrywa, tworzy fałszywe dowody, zaciera ślady przestępstwa, w tym i przestępstwa skarbowego, albo odbywa za skazanego karę,;grzywnie albo karze ograniczenia wolności.
390;§ 3. Sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia, jeżeli sprawca udzielił pomocy osobie najbliższej albo działał z obawy przed odpowiedzialnością karną grożącą jemu samemu lub jego najbliższym.;karze pozbawienia wolności od 6 miesięcy do lat 8.
391;§ 1. Kto, mając wiarygodną wiadomość o karalnym przygotowaniu albo usiłowaniu lub dokonaniu czynu zabronionego określonego w art. 118 ludobójstwo, art. 118a udział w masowym zamachu, art 120–124, art. 127 zamach stanu, art. 128 zamach na organ konstytucyjny RP, art. 130 szpiegostwo, art. 134 zamach na życie Prezydenta RP, art. 140 zamach na jednostkę sił zbrojnych RP, obiekt albo urządzenie o znaczeniu obronnym, art. 148 zabójstwo, art. 148a przyjęcie zlecenia zabójstwa człowieka, art. 156 spowodowanie ciężkiego uszczerbku na zdrowiu, art. 163 sprowadzenie zdarzenia niebezpiecznego, art. 166 przejęcie kontroli nad statkiem wodnym lub powietrznym albo publicznym środkiem transportu lądowego, art. 189 pozbawienie człowieka wolności, art 197 § 3–5, art. 198 seksualne wykorzystanie bezradności lub niepoczytalności innej osoby, art. 200 obcowanie płciowe z osobą małoletnią lub doprowadzenie jej do poddania się czynnościom seksualnym, art. 252 wzięcie lub przetrzymywanie zakładnika lub przestępstwa o charakterze terrorystycznym, nie zawiadamia niezwłocznie organu powołanego do ścigania przestępstw,;karze pozbawienia wolności od 6 miesięcy do lat 8.
392;"§ 2. Nie popełnia przestępstwa określonego w § 1, kto zaniechał zawiadomienia, mając dostateczną podstawę do przypuszczenia, że wymieniony w § 1 organ wie o przygotowywanym, usiłowanym lub dokonanym czynie zabronionym; nie popełnia przestępstwa również ten, kto zapobiegł popełnieniu przygotowywanego lub usiłowanego czynu zabronionego określonego w § 1.";karze pozbawienia wolności od lat 3 do 20.
393;§ 1. Kto bez zezwolenia rozpowszechnia publicznie wiadomości z postępowania przygotowawczego, zanim zostały ujawnione w postępowaniu sądowym,;karze pozbawienia wolności do lat 3.
394;§ 3. Karze określonej w § 1 podlega, kto bez zezwolenia rozpowszechnia publicznie wiadomości z postępowania prowadzonego na podstawie przepisów o postępowaniu w sprawach nieletnich.;karze pozbawienia wolności do lat 3.
395;§ 1. Kto uwalnia się sam, będąc pozbawionym wolności na podstawie orzeczenia sądu lub prawnego nakazu wydanego przez inny organ państwowy,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
396;§ 2. Kto, korzystając z zezwolenia na czasowe opuszczenie zakładu karnego lub aresztu śledczego bez dozoru albo zakładu psychiatrycznego dysponującego warunkami podstawowego zabezpieczenia, bez usprawiedliwionej przyczyny nie powróci najpóźniej w ciągu 3 dni po upływie wyznaczonego terminu,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
397;§ 3. Karze określonej w § 2 podlega, kto, korzystając z przerwy w odbywaniu kary pozbawienia wolności, bez usprawiedliwionej przyczyny nie powróci do zakładu karnego najpóźniej w ciągu 3 dni po upływie wyznaczonego terminu.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
398;§ 4. Jeżeli sprawca czynu określonego w § 1 działa w porozumieniu z innymi osobami, używa przemocy lub grozi jej użyciem albo uszkadza miejsce zamknięcia,;§ 2. Tej samej karze podlega, kto bezprawnie przewozi, przenosi lub przesyła za granicę dokument stwierdzający tożsamość innej osoby albo jej prawa majątkowe.
399;Kto osobę pozbawioną wolności na podstawie orzeczenia sądu lub prawnego nakazu wydanego przez inny organ państwowy uwalnia lub ułatwia jej ucieczkę,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
400;Kto nie stosuje się do orzeczonego przez sąd zakazu zajmowania stanowiska, wykonywania zawodu, prowadzenia działalności, zajmowania stanowiska lub wykonywania zawodu lub pracy w organach i instytucjach państwowych i samorządu terytorialnego, a także w spółkach prawa handlowego, w których Skarb Państwa lub jednostka samorządu terytorialnego posiadają bezpośrednio lub pośrednio przez inne podmioty co najmniej 10% akcji lub udziałów, wykonywania czynności wymagających zezwolenia, które są związane z wykorzystywaniem zwierząt lub oddziaływaniem na nie, prowadzenia pojazdów, wstępu do ośrodków gier i uczestnictwa w grach hazardowych, wstępu na imprezę masową, przebywania w określonych środowiskach lub miejscach, nakazu okresowego opuszczenia lokalu zajmowanego wspólnie z pokrzywdzonym, zakazu kontaktowania się z określonymi osobami, zakazu zbliżania się do określonych osób lub zakazu opuszczania określonego miejsca pobytu bez zgody sądu, zakazu posiadania wszelkich zwierząt albo określonej kategorii zwierząt albo nie wykonuje zarządzenia sądu o ogłoszeniu orzeczenia w sposób w nim przewidziany,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
401;§ 1. Kto nie stosuje się do orzeczonego w związku z zakazem wstępu na imprezę masową obowiązku przebywania w miejscu stałego pobytu lub obowiązku stawiennictwa w jednostce organizacyjnej Policji lub w miejscu określonym przez właściwego, ze względu na miejsce zamieszkania osoby skazanej albo ukaranej, komendanta powiatowego, rejonowego lub miejskiego Policji, w czasie trwania imprezy masowej,;karze pozbawienia wolności od lat 5 do 25.
402;§ 1. Kto nie stosuje się do określonych w ustawie obowiązków związanych z orzeczonym wobec niego środkiem zabezpieczającym,;karze pozbawienia wolności do lat 5.
403;§ 1. Kto uchyla się od wykonania orzeczonego przez sąd na rzecz pokrzywdzonego lub osoby dla niego najbliższej, za przestępstwo ścigane z oskarżenia publicznego, środka kompensacyjnego w postaci obowiązku naprawienia szkody lub zadośćuczynienia za doznaną krzywdę albo nawiązki,;karze pozbawienia wolności od 3 miesięcy do lat 5.
404;§ 3. Ściganie przestępstwa określonego w § 1 następuje na wniosek pokrzywdzonego.;§ 1a. Tej samej karze podlega, kto zabiera w celu przywłaszczenia cudzą kartę uprawniającą do podjęcia pieniędzy z automatu bankowego.
405;Kto używa przemocy lub groźby bezprawnej w celu wywarcia wpływu na świadka, biegłego, tłumacza, oskarżyciela albo oskarżonego lub w związku z tym narusza jego nietykalność cielesną,;§ 2. Tej samej karze podlega, kto bez zgody osoby uprawnionej uzyskuje cudzy program komputerowy w celu osiągnięcia korzyści majątkowej.
406;Funkcjonariusz publiczny lub ten, który działając na jego polecenie w celu uzyskania określonych zeznań, wyjaśnień, informacji lub oświadczenia stosuje przemoc, groźbę bezprawną lub w inny sposób znęca się fizycznie lub psychicznie nad inną osobą,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
407;§ 1. Kto znęca się fizycznie lub psychicznie nad osobą prawnie pozbawioną wolności,;karze pozbawienia wolności od 6 miesięcy do lat 8.
408;§ 2. Jeżeli sprawca działa ze szczególnym okrucieństwem,;karze pozbawienia wolności od roku do lat 10.
409;§ 3. Funkcjonariusz publiczny, który wbrew obowiązkowi dopuszcza do popełnienia czynu określonego w § 1 lub 2,;karze pozbawienia wolności od lat 2 do 15.
410;Przepisy art 233–237 oraz art. 239 poplecznictwo, art. 245 używanie przemocy lub groźby w celu wywarcia wpływu na uczestnika postępowania i art. 246 wymuszanie przez funkcjonariusza publicznego zeznań, wyjaśnień, informacji lub oświadczenia stosuje się odpowiednio do czynu popełnionego w związku z postępowaniem przed międzynarodowym trybunałem karnym lub jego organem działającym na podstawie umowy międzynarodowej, której Rzeczpospolita Polska jest stroną, albo powołanym przez organizację międzynarodową ukonstytuowaną umową ratyfikowaną przez Rzeczpospolitą Polską.;karze pozbawienia wolności od lat 3 do 20.
411;Kto w związku z wyborami do Sejmu, do Senatu, wyborem Prezydenta Rzeczypospolitej Polskiej, wyborami do Parlamentu Europejskiego, wyborami organów samorządu terytorialnego lub referendum:;karze pozbawienia wolności od roku do lat 10.
412;1) sporządza listę kandydujących lub głosujących, z pominięciem uprawnionych lub wpisaniem nieuprawnionych,;karze pozbawienia wolności od roku do lat 10.
413;2) używa podstępu celem nieprawidłowego sporządzenia listy kandydujących lub głosujących, protokołów lub innych dokumentów wyborczych albo referendalnych,;§ 2. Tej samej karze podlega, kto, w celu osiągnięcia korzyści majątkowej, groźbą rozgłoszenia dotyczącej innej osoby lub osoby dla niej najbliższej wiadomości uwłaczającej czci lub istotnie naruszającej prywatność lub zarzutu, który może poniżyć w opinii publicznej lub narazić na utratę zaufania potrzebnego dla danego stanowiska, zawodu lub rodzaju działalności, doprowadza inną osobę do rozporządzenia mieniem własnym lub cudzym albo do zaprzestania lub ograniczenia działalności gospodarczej.
414;3) niszczy, uszkadza, ukrywa, przerabia lub podrabia protokoły lub inne dokumenty wyborcze albo referendalne,;karze pozbawienia wolności od 3 miesięcy do lat 5.
415;4) dopuszcza się nadużycia lub dopuszcza do nadużycia przy przyjmowaniu lub obliczaniu głosów,;karze pozbawienia wolności do lat 3.
416;5) odstępuje innej osobie przed zakończeniem głosowania niewykorzystaną kartę do głosowania lub pozyskuje od innej osoby w celu wykorzystania w głosowaniu niewykorzystaną kartę do głosowania,;karze pozbawienia wolności od 3 miesięcy do lat 5.
417;6) dopuszcza się nadużycia w sporządzaniu list z podpisami obywateli zgłaszających kandydatów w wyborach lub inicjujących referendum;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
418;Kto przemocą, groźbą bezprawną lub podstępem przeszkadza:;karze pozbawienia wolności do lat 3.
419;1) odbyciu zgromadzenia poprzedzającego głosowanie,;karze pozbawienia wolności od 6 miesięcy do lat 8.
420;2) swobodnemu wykonywaniu prawa do kandydowania lub głosowania,;§ 2. Tej samej karze podlega, kto żąda korzyści majątkowej w zamian za zwrot bezprawnie zabranej rzeczy.
421;3) głosowaniu lub obliczaniu głosów,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
422;4) sporządzaniu protokołów lub innych dokumentów wyborczych albo referendalnych,;karze pozbawienia wolności od 3 miesięcy do lat 5.
423;Kto, przemocą, groźbą bezprawną lub przez nadużycie stosunku zależności, wywiera wpływ na sposób głosowania osoby uprawnionej albo zmusza ją do głosowania lub powstrzymuje od głosowania,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
424;§ 1. Kto, będąc uprawniony do głosowania, przyjmuje korzyść majątkową lub osobistą albo takiej korzyści żąda za głosowanie w określony sposób,;karze pozbawienia wolności od 3 miesięcy do lat 5.
425;§ 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
426;§ 4. Jeżeli sprawca przestępstwa określonego w § 1 albo w § 3 w związku z § 1 zawiadomił organ powołany do ścigania o fakcie przestępstwa i okolicznościach jego popełnienia, zanim organ ten o nich się dowiedział, sąd stosuje nadzwyczajne złagodzenie kary, a nawet może odstąpić od jej wymierzenia.;karze pozbawienia wolności od 3 miesięcy do lat 5.
427;Kto, naruszając przepisy o tajności głosowania, wbrew woli głosującego zapoznaje się z treścią jego głosu,;karze pozbawienia wolności od 6 miesięcy do lat 8.
428;§ 1. Kto bierze lub przetrzymuje zakładnika w celu zmuszenia organu państwowego lub samorządowego, instytucji, organizacji, osoby fizycznej lub prawnej albo grupy osób do określonego zachowania się,;karze pozbawienia wolności od roku do lat 10.
429;§ 2. Jeżeli czyn określony w § 1 łączył się ze szczególnym udręczeniem zakładnika, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
430;§ 3. Kto czyni przygotowania do przestępstwa określonego w § 1,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
431;§ 5. Sąd może zastosować nadzwyczajne złagodzenie kary wobec sprawcy czynu określonego w § 2, który odstąpił od zamiaru wymuszenia i zwolnił zakładnika, a stosuje nadzwyczajne złagodzenie kary, jeżeli odstąpienie od zamiaru wymuszenia i zwolnienie zakładnika nastąpiło dobrowolnie.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
432;;karze pozbawienia wolności od 3 miesięcy do lat 5.
433;§ 1. Kto bierze czynny udział w zbiegowisku wiedząc, że jego uczestnicy wspólnymi siłami dopuszczają się gwałtownego zamachu na osobę lub mienie,;karze pozbawienia wolności od roku do lat 10.
434;§ 2. Jeżeli następstwem gwałtownego zamachu jest śmierć człowieka lub ciężki uszczerbek na zdrowiu, uczestnik zbiegowiska określony w § 1,;§ 2. Tej samej karze podlega sprawca, który dopuszcza się przestępstwa wymienionego w § 1 w stosunku do dobra o szczególnym znaczeniu dla kultury.
435;Kto zabiera, niszczy, uszkadza lub czyni niezdatnym do użytku element wchodzący w skład sieci wodociągowej, kanalizacyjnej, ciepłowniczej, elektroenergetycznej, gazowej, telekomunikacyjnej albo linii kolejowej, tramwajowej, trolejbusowej lub linii metra, powodując przez to zakłócenie działania całości lub części sieci albo linii,;karze pozbawienia wolności od lat 3 do 20.
436;§ 1. Kto publicznie nawołuje do popełnienia występku lub przestępstwa skarbowego,;karze pozbawienia wolności od lat 5 do 25.
437;§ 2. Kto publicznie nawołuje do popełnienia zbrodni,;karze pozbawienia wolności od 3 miesięcy do lat 5.
438;§ 3. Kto publicznie pochwala popełnienie przestępstwa,;karze pozbawienia wolności do lat 3.
439;§ 1. Kto rozpowszechnia lub publicznie prezentuje treści mogące ułatwić popełnienie przestępstwa o charakterze terrorystycznym w zamiarze, aby przestępstwo takie zostało popełnione,;karze pozbawienia wolności od 6 miesięcy do lat 8.
440;§ 1. Kto publicznie propaguje nazistowski, komunistyczny, faszystowski lub inny totalitarny ustrój państwa lub nawołuje do nienawiści na tle różnic narodowościowych, etnicznych, rasowych, wyznaniowych albo ze względu na bezwyznaniowość,;karze pozbawienia wolności od roku do lat 10.
441;§ 2. Karze określonej w § 1 podlega, kto w celu rozpowszechniania produkuje, utrwala lub sprowadza, nabywa, zbywa, oferuje, przechowuje, posiada, prezentuje, przewozi lub przesyła druk, nagranie lub inny przedmiot, zawierające treść określoną w § 1 lub 1a albo będące nośnikiem symboliki nazistowskiej, komunistycznej, faszystowskiej lub innej totalitarnej, użytej w sposób służący propagowaniu treści określonej w § 1 lub 1a.;karze pozbawienia wolności do lat 3.
442;§ 3. Nie popełnia przestępstwa sprawca czynu zabronionego określonego w § 2, jeżeli dopuścił się tego czynu w ramach działalności artystycznej, edukacyjnej, kolekcjonerskiej lub naukowej.;§ 5. Nie podlega karze, kto przed wszczęciem postępowania karnego dobrowolnie naprawił w całości wyrządzoną szkodę.
443;§ 4. W razie skazania za przestępstwo określone w § 2 sąd orzeka przepadek przedmiotów, o których mowa w § 2, chociażby nie stanowiły własności sprawcy.;karze pozbawienia wolności od 3 miesięcy do lat 5.
444;Kto publicznie znieważa grupę ludności albo poszczególną osobę z powodu jej przynależności narodowej, etnicznej, rasowej, wyznaniowej albo z powodu jej bezwyznaniowości lub z takich powodów narusza nietykalność cielesną innej osoby,;§ 2. Tej samej karze podlega, kto w wypadkach określonych w § 1 udziela albo obiecuje udzielić korzyści majątkowej lub osobistej.
445;§ 1. Kto bierze udział w zorganizowanej grupie albo związku mających na celu popełnienie przestępstwa lub przestępstwa skarbowego,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
446;§ 2. Jeżeli grupa albo związek określone w § 1 mają charakter zbrojny albo mają na celu popełnienie przestępstwa o charakterze terrorystycznym, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
447;§ 3. Kto grupę albo związek określone w § 1, w tym mające charakter zbrojny, zakłada lub taką grupą albo związkiem kieruje,;§ 5. Nie podlega karze sprawca przestępstwa określonego w § 2 albo w § 3 w związku z § 2, jeżeli korzyść majątkowa lub osobista albo ich obietnica zostały przyjęte, a sprawca zawiadomił o tym fakcie organ powołany do ścigania przestępstw i ujawnił wszystkie istotne okoliczności przestępstwa, zanim organ ten o nim się dowiedział.
448;§ 4. Kto grupę albo związek mające na celu popełnienie przestępstwa o charakterze terrorystycznym zakłada lub taką grupą lub związkiem kieruje,;karze pozbawienia wolności od 3 miesięcy do lat 5.
